providlyear;ns;ew;objekt;typmetod;Ag (ppb);Al (ppm);As (ppm);Au (ppb);Ba (ppm);Be (ppm);Bi (ppm);Ca (ppm);Cd (ppm);Ce (ppm);Co (ppm);Cr (ppm);Cs (ppm);Cu (ppm);Dy (ppm);Er (ppm);Eu (ppm);Fe (ppm);Ga (ppm);Gd (ppm);Hf (ppm);Ho (ppm);K (ppm);La (ppm);Li (ppm);Lu (ppm);Mg (ppm);Mn (ppm);Mo (ppm);Na (ppm);Nb (ppm);Nd (ppm);Ni (ppm);P (ppm);Pb (ppm);Pd (ppb);Pr (ppm);Rb (ppm);Rh (ppb);S (ppm);Sb (ppm);Sc (ppm);Sm (ppm);Sn (ppm);Sr (ppm);Tb (ppm);Te (ppb);Th (ppm);Ti (ppm);Tl (ppm);Tm (ppm);U (ppm);V (ppm);W (ppm);Y (ppm);Yb (ppm);Zn (ppm);Zr (ppm)
201108085;6960272;527700;KJPA;ICPALSX;;26172.0000;6.0140;;70.2690;0.8670;0.2670;4304.7300;0.1790;145.1980;13.2610;31.5790;2.7830;18.7120;4.7700;2.3990;0.9900;29683.0000;7.9210;5.7740;0.1330;0.9040;1974.4200;37.3630;23.0870;0.2600;5590.0298;697.6710;0.5030;224.9860;3.6660;34.9310;35.7660;534.2360;24.3440;26.1000;9.4360;29.4420;;86.9610;0.2680;6.6770;6.9700;1.2680;17.9510;0.8410;;12.2960;1792.6000;0.3000;0.3150;1.4990;46.3040;0.4320;20.7450;1.9980;56.9980;5.2010
201108085;6960272;527700;KJPA;ICPSGUX;32.0750;;;0.9190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.8860;;;;;;;;32.1420;;;;;;;;;;;
201108086;6973051;515294;KJPA;ICPALSX;;17105.4004;5.4860;;79.4570;0.7180;0.2110;4525.9399;0.1180;97.6250;12.2650;26.0190;2.4900;15.2150;3.8730;1.8540;0.9980;26110.5000;5.6070;5.3830;0.1240;0.7410;2578.2500;38.1040;24.3050;0.2340;5777.9800;776.9180;0.8610;205.8040;2.7220;37.3950;28.6050;751.8340;14.8850;108.0000;9.7340;27.5110;;56.1290;0.2720;5.1460;6.7130;0.8910;19.8610;0.7170;;10.8320;1365.6500;0.2480;0.2600;1.2530;37.9540;0.2240;18.1070;1.6350;52.3770;6.2070
201108086;6973051;515294;KJPA;ICPSGUX;78.0580;;;0.3460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4570;;;;;;;;42.7550;;;;;;;;;;;
201108087;6958218;513837;KJPA;ICPALSX;;25025.4004;4.9670;;94.3750;1.0310;0.2970;4618.0498;0.1060;145.3800;13.7310;31.0910;4.4610;26.8340;5.8200;3.1000;1.1320;36595.3008;8.6240;6.7910;0.3450;1.1300;3660.3899;46.2070;31.6520;0.3780;7076.9902;780.2330;0.8650;251.4010;3.0610;42.3150;30.9310;819.4920;20.2270;70.1000;11.3180;64.7820;;34.1380;0.3480;8.0040;8.5160;1.8510;22.7320;1.0280;;19.8940;2236.8201;0.5080;0.4160;1.7870;54.3500;0.5120;28.7450;2.7350;68.4770;13.5920
201108087;6958218;513837;KJPA;ICPSGUX;62.6490;;;0.2380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4790;;;;;;;;43.9120;;;;;;;;;;;
201108088;6961597;500491;KJPA;ICPALSX;;18342.9004;3.3090;;67.9530;0.8180;0.4580;2508.7200;0.1020;73.3950;8.3240;24.6200;3.2190;14.8590;2.9240;1.5980;0.6080;22845.9004;6.7240;3.6030;0.2460;0.5630;1823.6400;28.8560;24.4840;0.1960;4703.5200;308.2790;0.5860;130.1480;2.8230;25.3200;19.3490;421.1310;11.1470;60.3000;7.0360;27.1540;;42.0610;0.1700;4.8200;4.7520;1.9060;14.8140;0.5150;;11.0930;1588.0501;0.3010;0.2200;3.3700;39.0810;0.4750;15.1760;1.3710;42.1970;11.1500
201108088;6961597;500491;KJPA;ICPSGUX;43.1280;;;0.5290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1990;;;;;;;;25.9120;;;;;;;;;;;
201108089;6973900;501971;KJPA;ICPALSX;;18190.5996;8.6410;;52.4770;0.8310;0.2520;4000.4800;0.1690;119.9510;15.1470;27.6050;2.6350;26.8010;6.1670;3.0440;1.5680;25357.5000;5.5350;8.2650;0.2660;1.1600;1766.2400;57.2080;25.1400;0.3400;6402.9399;1204.7300;1.0130;243.3710;1.5820;53.8030;33.4160;720.7340;21.8150;96.7000;14.5960;20.5150;;32.7900;0.4570;6.0110;10.6330;1.0490;18.4520;1.1710;;15.2350;1213.5200;0.3130;0.3870;1.5140;36.3630;0.3930;30.2560;2.4860;56.3860;12.4780
201108089;6973900;501971;KJPA;ICPSGUX;59.7450;;;0.3320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4640;;;;;;;;52.0890;;;;;;;;;;;
201108090;6985720;501378;KJPA;ICPALSX;;17569.3008;9.4730;;107.6720;0.8040;0.2050;94462.2969;0.2720;61.4800;14.8030;25.4950;2.9500;45.3970;3.5130;1.7910;1.0260;29661.0996;5.7340;4.7680;0.5260;0.6690;3733.1399;27.4090;19.9870;0.2170;6562.0200;1013.1900;2.2990;233.4140;0.9240;29.2250;43.3820;800.7780;16.1230;129.0000;7.3040;24.9690;;70.3940;0.8350;5.7530;5.8190;0.6510;104.1940;0.6470;;7.3590;768.6250;0.3790;0.2310;1.2560;39.8970;0.0962;18.7510;1.5240;84.6090;22.3860
201108090;6985720;501378;KJPA;ICPSGUX;54.6160;;;0.5530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.2800;;;;;;;;62.6980;;;;;;;;;;;
201108091;6910794;528718;KJPA;ICPALSX;;16162.0000;8.4210;;49.2240;0.6150;0.4020;4564.2500;0.1020;73.3610;8.6750;27.4140;3.5460;20.3030;5.6690;3.0090;0.7310;23217.6992;6.5030;6.2050;0.5220;1.0910;2995.6299;35.1490;22.7610;0.3520;5856.2402;316.2050;0.3490;213.8610;4.2710;32.7250;15.0980;1002.6900;12.2090;112.0000;8.5380;34.6730;;34.5940;0.1730;6.8300;7.0030;2.3640;17.6650;0.9490;;17.4510;2122.7600;0.3090;0.3990;3.9310;44.2480;1.1330;29.2230;2.5170;62.6570;17.5260
201108091;6910794;528718;KJPA;ICPSGUX;47.5090;;;1.1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4860;;;;;;;;24.0950;;;;;;;;;;;
201108092;6913197;514891;KJPA;ICPALSX;;21660.0000;3.9120;;101.1470;0.8740;0.2460;4347.5801;0.1140;76.9480;11.3380;43.4770;2.5950;28.8440;4.1380;2.2000;0.8750;29066.5996;7.5720;5.0140;0.4970;0.8080;2775.2800;37.4730;18.6060;0.2730;5913.0400;383.8010;0.7800;338.5780;2.3880;32.3150;24.0530;456.4790;12.8030;84.5000;8.5250;30.7690;;29.2850;0.2580;8.1470;6.2490;2.1030;30.5590;0.7360;;10.3660;2197.1799;0.3370;0.2930;2.9240;56.4190;0.4450;23.9430;1.9100;50.1470;21.8880
201108092;6913197;514891;KJPA;ICPSGUX;48.6540;;;1.1810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0200;;;;;;;;22.3750;;;;;;;;;;;
201108093;6917019;499382;KJPA;ICPALSX;;18467.0996;2.5300;;62.1220;0.4700;0.2640;5342.1699;0.1500;66.1390;14.3840;46.1620;2.6310;92.9240;4.2600;2.1740;0.7610;30173.5996;6.2660;4.8050;0.2840;0.8260;1886.1100;27.8900;19.0450;0.3030;9096.7695;501.1260;0.4530;341.1190;3.3630;27.5110;29.3590;921.4930;17.7680;141.0000;6.9900;20.5120;;32.7590;0.1050;8.8380;5.6320;1.7800;30.7980;0.7560;;10.9200;2250.7500;0.2070;0.3270;3.1640;57.8580;0.7980;22.9220;2.2180;79.9740;10.7790
201108093;6917019;499382;KJPA;ICPSGUX;81.5760;;;5.1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.8840;;;;;;;;111.6430;;;;;;;;;;;
201108094;6901229;515220;KJPA;ICPALSX;;14130.2998;2.3720;;52.0450;0.5940;0.2250;4564.4502;0.1150;81.5960;7.3620;22.6300;0.9860;12.7380;4.1150;2.2000;0.6440;20840.0996;4.7090;4.7890;0.5390;0.8050;1510.3600;32.1770;9.1520;0.2720;3276.0901;303.3740;0.2200;295.8730;3.2040;28.3650;12.5690;674.7510;14.8400;107.0000;7.7240;16.5390;;29.7290;0.1230;4.6160;5.6320;1.6420;27.8440;0.7240;;29.6740;1720.8700;0.1800;0.2950;4.4685;35.2890;0.7600;19.8260;1.9310;32.4490;19.1570
201108094;6901229;515220;KJPA;ICPSGUX;38.1370;;;1.6170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2360;;;;;;;;13.7450;;;;;;;;;;;
201108095;6897816;502008;KJPA;ICPALSX;;12582.0996;3.6180;;40.6800;0.9630;0.3170;4251.7900;0.0944;163.1630;5.7780;18.3550;1.2620;27.3880;6.4120;3.4680;0.8920;23417.6992;5.0960;6.8910;0.5050;1.2530;954.0700;51.3310;11.8740;0.4830;3517.0000;250.9590;0.3570;166.8560;4.1630;40.3860;7.5320;890.2850;11.2780;76.3000;11.5910;11.7870;;30.7600;0.1580;5.1990;7.9450;3.9540;28.5390;1.0790;;14.9100;2078.7800;0.1020;0.5030;5.7290;41.8550;0.6620;34.1880;3.5140;30.9560;18.2340
201108095;6897816;502008;KJPA;ICPSGUX;59.3020;;;0.5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7590;;;;;;;;12.1800;;;;;;;;;;;
201108096;6886348;500734;KJPA;ICPALSX;;15680.2002;1.6260;;40.5100;0.9600;0.2510;7785.2998;0.0591;224.2380;10.0760;12.0750;1.9670;15.3700;6.8620;3.7170;1.3000;41581.5000;8.8060;8.2290;0.8920;1.3530;1306.6899;88.2730;24.9720;0.5150;6831.7100;544.7870;0.7070;236.5580;7.3820;67.5560;7.0910;1945.7600;15.2180;148.0000;19.4000;17.8890;;66.4950;0.1220;7.6810;11.5070;3.1520;42.0120;1.2360;;25.4080;4377.0601;0.1410;0.5190;6.3170;78.0320;0.8920;39.1930;3.5750;84.6210;24.5210
201108096;6886348;500734;KJPA;ICPSGUX;67.8730;;;0.4490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8490;;;;;;;;15.1380;;;;;;;;;;;
201108097;6873429;513601;KJPA;ICPALSX;;10687.7002;1.3780;;26.0100;0.4550;0.1280;5256.7598;0.0492;97.5000;5.5730;10.2570;1.0530;5.2440;2.9680;1.6270;0.6540;26352.9004;4.6780;3.7000;0.3730;0.5780;888.2880;36.4050;10.8450;0.2280;3545.2000;297.6370;0.2570;195.0400;5.0070;28.9820;5.6580;1317.9500;6.6030;59.1000;8.0780;14.6310;;37.9850;0.0915;4.5170;5.1010;1.5790;31.0080;0.5410;;7.9910;2701.7300;0.0933;0.2230;2.6160;52.4770;0.4790;18.9570;1.5500;35.8240;14.5360
201108097;6873429;513601;KJPA;ICPSGUX;36.0840;;;0.3200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.7070;;;;;;;;10.0510;;;;;;;;;;;
201108098;6887498;513420;KJPA;ICPALSX;;9013.7002;1.8560;;24.2040;0.3530;0.1330;4059.8899;0.0793;65.6160;5.3780;22.8440;0.9230;5.5110;3.1970;1.7880;0.6850;15298.2002;3.0790;4.0130;0.4060;0.6320;1063.4800;27.4720;8.1330;0.2220;2616.5300;210.6090;0.2420;190.3710;3.8410;25.1140;9.4980;772.2210;6.7790;50.1000;6.7390;11.4460;;26.8960;0.1180;3.5460;4.8430;1.3620;27.6970;0.5960;;7.5600;1538.3101;0.1160;0.2410;1.8940;34.4120;0.4250;16.7680;1.5760;30.9730;9.4230
201108098;6887498;513420;KJPA;ICPSGUX;26.4440;;;0.0490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0170;;;;;;;;9.7960;;;;;;;;;;;
201108099;6873799;526633;KJPA;ICPALSX;;15556.4004;2.7820;;64.4750;0.5510;0.2080;4835.4702;0.1120;72.7350;7.4960;28.1610;1.5100;15.6210;3.2250;1.7400;0.7120;20525.9004;5.1090;3.8830;0.3850;0.6290;2215.0100;28.4710;13.4430;0.2130;4377.9600;306.3770;0.2860;406.6830;4.1660;26.5320;15.1130;738.3610;9.5010;55.6000;7.1810;23.4310;;34.4120;0.1470;5.2190;5.2850;1.5660;31.2990;0.5750;;8.2230;1944.9700;0.1930;0.2310;1.8050;44.3590;0.5530;16.9850;1.5230;42.7040;13.9270
201108099;6873799;526633;KJPA;ICPSGUX;45.3760;;;0.6980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5700;;;;;;;;24.5000;;;;;;;;;;;
201108100;6875016;536042;KJPA;ICPALSX;;14326.2002;1.7450;;69.2880;0.6440;0.1270;4005.9399;0.0933;87.3900;7.7610;26.1750;1.3370;19.6560;4.5180;2.3060;0.6530;21047.5996;5.0540;5.1390;0.5590;0.9100;2031.4301;37.3450;11.6900;0.3090;4128.4399;305.1240;0.2550;325.6980;2.9050;31.3040;12.9780;814.0400;9.4800;275.0000;8.6440;24.2090;;38.7970;0.0750;5.0980;6.2480;2.0820;21.2870;0.7620;;20.3180;1677.9500;0.2020;0.3390;5.2690;36.2690;0.5180;22.3670;2.1340;38.2650;19.0700
201108100;6875016;536042;KJPA;ICPSGUX;59.8810;;;1.9700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7940;;;;;;;;18.1660;;;;;;;;;;;
201108101;6887250;526028;KJPA;ICPALSX;;11833.0996;1.7130;;44.4770;0.3930;0.1720;3770.9700;0.0760;53.5580;5.2980;20.3690;1.0810;11.3880;2.8830;1.4780;0.5270;15474.5000;3.8230;3.6890;0.3190;0.5550;1248.0700;23.0890;10.5740;0.1740;2767.5000;217.3070;0.2410;200.0030;3.3230;21.4020;10.6740;355.0660;7.9870;70.3000;5.6640;18.3530;;23.5620;0.1020;3.4040;4.4080;1.0010;19.6190;0.5330;;9.3190;1272.1300;0.2140;0.1970;1.7400;29.9140;0.4000;14.1940;1.2410;33.1990;12.3830
201108101;6887250;526028;KJPA;ICPSGUX;43.7480;;;0.9700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.3540;;;;;;;;14.3010;;;;;;;;;;;
201108102;6899118;527119;KJPA;ICPALSX;;10260.5000;1.7470;;35.3840;0.3840;0.2050;4081.2600;0.1250;83.9900;7.4190;27.1300;0.7550;39.1760;4.6370;2.3650;0.6840;19315.5996;3.7670;6.1350;0.3080;0.8750;1116.7100;36.1890;9.9730;0.2950;3383.1499;250.7430;0.2430;279.9940;2.7960;35.1040;15.5390;511.2470;11.5970;46.6000;9.3780;13.5810;;28.4680;0.0987;4.3290;7.3280;1.2340;23.0270;0.8830;;17.0520;1488.5100;0.2140;0.3230;2.0630;39.4430;0.5150;20.0280;2.1470;44.0240;10.0600
201108102;6899118;527119;KJPA;ICPSGUX;34.1190;;;1.1780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0920;;;;;;;;17.7340;;;;;;;;;;;
201108103;6886511;537779;KJPA;ICPALSX;;8455.0098;1.5370;;30.8460;0.3370;0.1410;4363.8999;0.0695;66.7600;6.0280;20.3750;0.6620;8.9560;4.0940;2.2070;0.6680;15788.2998;3.2480;5.1190;0.2710;0.7880;948.6700;29.8090;7.3060;0.2640;2468.4199;216.7220;0.1620;263.1380;3.0710;29.3980;9.5710;862.2520;6.1270;50.9000;7.6840;10.1390;;22.5320;0.0827;3.7440;5.9290;1.0990;21.8210;0.7370;;10.1610;1260.9100;0.1270;0.2910;1.6900;32.2140;0.4990;21.9700;1.8690;24.0500;10.2630
201108103;6886511;537779;KJPA;ICPSGUX;34.9980;;;0.1070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.2950;;;;;;;;11.9620;;;;;;;;;;;
201108104;6860259;526723;KJPA;ICPALSX;;12762.2998;1.9260;;57.0490;0.6300;0.1730;4695.1099;0.0616;88.4830;4.6490;12.3680;1.0790;7.6230;4.2420;2.3970;0.7560;20481.3008;5.5050;4.6790;0.5600;0.8520;1514.3001;33.3970;12.2760;0.3110;2904.1201;285.5560;0.2970;644.4880;5.8370;30.2730;5.7550;716.0490;9.9840;111.0000;8.3210;16.7010;;31.9920;0.1300;5.1280;5.7350;2.1870;41.5030;0.7230;;11.1220;2348.2600;0.1660;0.3260;3.6990;41.8250;0.8140;22.1540;2.1530;30.7820;18.8070
201108104;6860259;526723;KJPA;ICPSGUX;39.1370;;;1.1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.8890;;;;;;;;7.3140;;;;;;;;;;;
201108105;6859199;537575;KJPA;ICPALSX;;10796.0996;1.3120;;44.7870;0.4250;0.1490;3564.1899;0.0586;63.6500;3.3110;10.0160;0.8880;8.4540;2.7720;1.5070;0.5780;18314.1992;4.2970;3.3260;0.3870;0.5450;1054.8400;29.1390;7.4800;0.2010;2437.3601;190.1350;0.4580;198.1860;6.7070;24.3440;4.8100;464.3770;7.8420;61.5000;6.7320;10.9290;;31.3660;0.1090;3.9880;4.5250;1.8210;25.4670;0.4870;;8.3540;2323.9800;0.1370;0.2050;2.8640;33.3630;0.5180;16.8980;1.3610;23.1850;15.5270
201108105;6859199;537575;KJPA;ICPSGUX;46.9040;;;0.4790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.5860;;;;;;;;14.4220;;;;;;;;;;;
201108106;6848564;526132;KJPA;ICPALSX;;9594.7197;2.5920;;26.4470;0.3800;0.1660;3959.6499;0.0628;50.8770;3.1080;11.8050;0.7810;5.5520;3.4100;1.8080;0.5540;13499.2002;3.1390;3.8870;0.2770;0.6750;1142.3300;22.6260;6.9090;0.2270;2306.9299;178.2330;0.2650;126.6840;4.6490;21.1300;4.2220;622.5020;8.0880;62.4000;5.5490;10.1730;;30.8780;0.0919;3.6350;4.3970;1.5420;28.5950;0.5930;;7.0310;1471.5700;0.0862;0.2480;2.1240;27.2630;0.6650;17.3780;1.6490;17.1100;11.1480
201108106;6848564;526132;KJPA;ICPSGUX;39.4330;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.3020;;;;;;;;11.2520;;;;;;;;;;;
201108107;6849851;513409;KJPA;ICPALSX;;16578.5996;21.6480;;75.1030;0.7000;0.3740;4199.0801;0.0833;73.8210;6.9360;22.5800;2.0070;19.8750;3.6600;2.0000;0.6640;21725.4004;4.9900;4.0900;0.4530;0.7130;2307.8601;30.8070;14.8580;0.2580;4155.3901;313.1530;0.3200;282.0050;6.2870;26.9300;11.0310;850.8310;10.1280;120.0000;7.5320;23.8300;;49.0010;0.4050;4.6110;5.1030;2.0680;27.3360;0.6270;;10.2640;2054.1899;0.1640;0.2800;3.0830;41.5480;1.0820;19.0450;1.8930;47.3240;16.7280
201108107;6849851;513409;KJPA;ICPSGUX;59.6470;;;0.6340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8790;;;;;;;;43.1630;;;;;;;;;;;
201108108;6875343;503434;KJPA;ICPALSX;;10360.7998;1.1140;;46.3170;0.5100;0.1950;4566.4199;0.0637;87.0270;4.7600;8.7840;1.2340;4.4390;3.9840;2.3170;0.6670;16822.8008;4.2710;4.7370;0.6010;0.7980;1312.3400;36.2880;11.3590;0.3160;2515.9800;278.1090;0.3360;272.9510;6.5260;31.5390;4.7020;563.2930;9.8030;108.0000;8.9510;18.0810;;26.5820;0.1060;4.1350;5.7860;2.0460;33.0520;0.6940;;12.4770;2178.8799;0.1630;0.3190;4.4220;32.7620;0.5580;20.5640;2.1370;27.4080;17.4270
201108108;6875343;503434;KJPA;ICPSGUX;46.5860;;;1.2550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.9740;;;;;;;;6.4640;;;;;;;;;;;
201108109;6862603;513996;KJPA;ICPALSX;;8466.2998;1.2050;;32.3820;0.4740;0.1710;4720.6201;0.0541;66.6960;4.2980;11.7670;1.0580;3.5510;3.3760;1.9770;0.5850;14764.0996;3.5190;3.8010;0.4460;0.6870;981.3000;28.1280;10.9140;0.2760;2036.5100;238.7980;0.2090;240.0900;5.6290;26.1570;5.3130;772.8430;7.9440;75.7000;7.2700;15.5520;;15.5380;0.1050;3.8660;4.9950;2.0410;37.7190;0.5820;;8.6000;1937.0800;0.1230;0.2760;3.7980;31.2100;0.5610;21.5500;1.8730;28.2720;15.4420
201108109;6862603;513996;KJPA;ICPSGUX;27.1770;;;1.1930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4460;;;;;;;;15.8990;;;;;;;;;;;
201108110;6861322;503350;KJPA;ICPALSX;;10091.0000;1.2140;;48.0530;0.5820;0.1700;5523.2402;0.0610;71.4920;4.7040;10.0080;1.3790;4.5370;3.5940;1.9790;0.6210;17713.4004;4.3290;4.1460;0.4290;0.7020;1188.5300;30.4200;12.1530;0.2640;2827.3001;275.9230;0.3850;299.0790;6.7620;26.6260;4.5740;675.3150;9.4830;81.1000;7.3020;14.8290;;23.7030;0.1180;4.3610;5.0450;2.0620;42.3950;0.6140;;9.2070;2183.6499;0.1180;0.2740;3.6840;36.3990;0.7260;19.8560;1.8720;31.2460;15.5790
201108110;6861322;503350;KJPA;ICPSGUX;48.2760;;;0.5230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7300;;;;;;;;8.7720;;;;;;;;;;;
201108111;6849903;501564;KJPA;ICPALSX;;12126.0000;3.2430;;101.2760;0.6450;0.1770;3683.2600;0.0475;92.5960;5.2730;40.9690;1.6200;35.1320;4.8420;2.8370;0.9270;17529.5996;3.9480;5.5110;0.5040;0.9950;1270.2800;40.5780;13.3330;0.4000;4598.7100;333.5220;0.1520;569.6570;5.4350;37.0060;12.7820;619.4310;12.5580;213.0000;10.1700;14.6490;;24.5010;1.5680;6.7570;6.7960;1.5500;28.1070;0.8330;;12.1820;1684.3300;0.1340;0.4100;2.5090;30.0920;0.7140;26.0780;2.7450;34.7810;17.0600
201108111;6849903;501564;KJPA;ICPSGUX;49.3060;;;2.7100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.9470;;;;;;;;11.9590;;;;;;;;;;;
201108112;6786216;491962;KJPA;ICPALSX;;8255.2500;1.5010;;36.8140;0.4920;0.1900;2661.1499;0.1320;63.3420;3.9310;10.4750;1.3330;8.7550;2.3570;1.2590;0.6200;13767.0996;2.9790;3.0590;0.5190;0.4560;679.2280;22.3990;6.1740;0.1550;1763.1200;214.5240;0.1640;97.8060;2.7680;21.7870;4.2770;476.0870;17.0610;99.7000;5.7480;7.2430;;21.5210;0.1900;2.9930;4.0850;0.8690;31.5210;0.4370;;5.6600;1346.0000;0.0694;0.1750;1.5240;28.5140;0.4900;11.4850;1.1690;32.4480;19.9500
201108112;6786216;491962;KJPA;ICPSGUX;58.3930;;;1.1270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7170;;;;;;;;18.4240;;;;;;;;;;;
201108113;6776193;487170;KJPA;ICPALSX;;9775.5000;1.3370;;30.1670;0.5670;0.1650;2668.6799;0.0937;53.0750;5.8890;10.6870;0.6010;3.7810;1.9060;1.0040;0.4270;13273.5996;2.7250;2.2410;0.4180;0.3610;519.9570;19.4470;4.7410;0.1250;1205.4800;255.1230;0.2320;95.2990;2.6890;16.9740;5.3340;512.4380;11.3860;116.0000;4.6380;5.6030;;42.3320;0.1330;2.2950;2.9890;0.8710;32.2700;0.3290;;6.0360;1298.9800;0.0620;0.1380;1.5490;32.7980;0.3090;9.2850;0.8680;17.7180;16.0010
201108113;6776193;487170;KJPA;ICPSGUX;39.3410;;;0.2480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1900;;;;;;;;15.3270;;;;;;;;;;;
201108114;6763099;489626;KJPA;ICPALSX;;9926.9600;1.0970;;52.6360;0.9670;0.1830;2688.0000;0.0640;111.0440;3.2020;10.3860;1.2480;5.0560;3.0880;1.6360;0.5960;17370.0996;4.2610;3.1690;0.5640;0.6010;415.4050;32.6470;8.3440;0.2190;1402.4500;206.4480;0.2180;124.2720;6.2820;25.4330;3.5820;347.4230;14.5390;287.0000;7.4180;8.5630;;27.0170;0.1250;3.6380;4.5070;1.8760;40.5500;0.5180;;13.0410;2049.3001;0.0580;0.2560;2.3510;37.2830;0.5680;15.4330;1.6910;22.1040;20.0520
201108114;6763099;489626;KJPA;ICPSGUX;77.8770;;;0.8110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1430;;;;;;;;18.1160;;;;;;;;;;;
201108115;6786985;479349;KJPA;ICPALSX;;6970.8799;1.0880;;19.8900;0.6000;0.2070;4552.2002;0.0673;45.3410;3.0880;10.3140;0.4630;4.3110;1.8130;0.8720;0.4040;14237.2998;3.0510;2.1600;0.6400;0.3490;440.3500;21.4190;4.7690;0.1290;1256.9399;205.3150;0.1640;98.3140;2.5200;17.7440;3.3540;445.9190;11.0150;293.0000;5.0380;4.7080;;14.1060;0.1600;2.8540;2.9100;0.7680;63.9630;0.3140;;5.3100;1591.6700;0.0485;0.1280;1.6090;34.4180;0.4110;9.3760;0.8690;32.7820;24.4670
201108115;6786985;479349;KJPA;ICPSGUX;59.3360;;;0.9330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.6160;;;;;;;;18.7920;;;;;;;;;;;
201108116;6790731;463329;KJPA;ICPALSX;;9314.1699;1.2340;;39.1060;1.2310;0.5310;1982.3001;0.1040;77.6100;2.6560;6.7380;1.0320;3.5790;2.8450;1.6220;0.5350;10448.5000;3.3120;3.4890;1.1050;0.5580;1097.0400;33.7400;7.5000;0.2310;1365.6801;223.7300;0.2040;452.4180;1.8760;27.5120;4.3290;276.3250;25.9280;299.0000;7.8810;11.4650;;13.8480;0.1340;2.4810;4.8820;0.9450;24.0270;0.4940;;8.9490;1266.7800;0.1310;0.2260;2.5105;20.6080;0.4920;14.1010;1.6260;33.0630;30.4910
201108116;6790731;463329;KJPA;ICPSGUX;32.8100;;;0.9810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8750;;;;;;;;33.7870;;;;;;;;;;;
201108117;6775320;466467;KJPA;ICPALSX;;5375.7100;0.9830;;22.1260;0.4010;0.1270;2731.3201;0.0516;41.9520;3.3610;10.2740;0.4330;2.6290;1.9500;1.0350;0.4490;11951.4004;2.1800;2.4060;0.4330;0.3770;316.0340;18.4300;3.5600;0.1300;1499.5501;195.1070;0.1160;147.3850;2.3560;16.5430;6.0320;503.7890;9.1740;64.8000;4.4700;3.2360;;13.6450;0.1150;1.7490;3.1000;0.8620;23.5680;0.3540;;3.8600;1442.9200;0.0296;0.1430;1.0700;34.5550;0.1790;10.4840;0.9380;16.0660;15.8610
201108117;6775320;466467;KJPA;ICPSGUX;41.6230;;;0.6410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.7430;;;;;;;;9.8160;;;;;;;;;;;
201108118;6762403;464221;KJPA;ICPALSX;;7410.2002;0.9320;;20.5420;0.4690;0.1600;1392.9700;0.0843;39.0940;2.7060;6.5260;0.5330;2.0280;1.7980;0.9610;0.3710;7085.5801;1.7980;2.0730;0.4850;0.3520;764.7900;15.3170;2.8780;0.1230;809.1440;157.4090;0.1250;141.3200;2.2050;13.9900;3.9250;428.7840;10.8990;88.4000;3.7820;7.0080;;20.8120;0.1010;1.2830;2.7020;0.6080;11.4690;0.3070;;5.4540;913.3440;0.0523;0.1310;1.2440;22.1100;0.1760;8.4190;0.8770;22.1380;14.4060
