providlyear;ns;ew;objekt;typmetod;Ag (ppb);Al (ppm);As (ppm);Au (ppb);Ba (ppm);Be (ppm);Bi (ppm);Ca (ppm);Cd (ppm);Ce (ppm);Co (ppm);Cr (ppm);Cs (ppm);Cu (ppm);Dy (ppm);Er (ppm);Eu (ppm);Fe (ppm);Ga (ppm);Gd (ppm);Hf (ppm);Ho (ppm);K (ppm);La (ppm);Li (ppm);Lu (ppm);Mg (ppm);Mn (ppm);Mo (ppm);Na (ppm);Nb (ppm);Nd (ppm);Ni (ppm);P (ppm);Pb (ppm);Pd (ppb);Pr (ppm);Rb (ppm);Rh (ppb);S (ppm);Sb (ppm);Sc (ppm);Sm (ppm);Sn (ppm);Sr (ppm);Tb (ppm);Te (ppb);Th (ppm);Ti (ppm);Tl (ppm);Tm (ppm);U (ppm);V (ppm);W (ppm);Y (ppm);Yb (ppm);Zn (ppm);Zr (ppm)
198618457;7084751;613985;KJPA;ICPALSX;;8632.0498;4.2040;;56.8020;0.3310;0.1200;3973.2000;0.1070;82.6780;4.1650;17.9110;1.5600;14.0630;4.0510;2.0430;0.5810;13867.5000;3.4110;5.3810;0.3440;0.7710;1459.7500;34.7420;13.0830;0.2330;3187.8999;162.0020;0.6840;173.1510;2.2790;34.6650;12.2480;791.3220;8.8270;50.3000;8.9940;18.3670;;14.9430;0.1250;3.2580;6.9160;0.8660;19.3130;0.7650;;11.2160;1219.2200;0.2310;0.2700;2.2260;19.1780;0.4340;19.1320;1.6670;37.2780;11.0300
198618457;7084751;613985;KJPA;ICPSGUX;62.9730;;;0.5250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.8080;;;;;;;;10.7940;;;;;;;;;;;
198618461;7084884;599831;KJPA;ICPALSX;;11513.5996;3.3520;;70.0240;0.5130;0.1310;5710.2500;0.0951;75.9500;5.0370;21.2010;1.4430;11.1950;3.2310;1.6130;0.5620;18567.3008;4.4670;4.6720;0.3140;0.6050;1970.5601;30.9260;15.4450;0.1770;3846.3301;222.9780;0.7410;257.0740;3.0730;31.2630;12.0000;954.2450;19.3700;71.2000;7.9750;21.9640;;82.6940;0.1150;4.8490;5.9540;1.1280;19.2030;0.6270;;7.2010;1722.9100;0.1910;0.2020;1.6690;26.6310;0.2500;18.3470;1.3060;45.1300;12.6160
198618461;7084884;599831;KJPA;ICPSGUX;80.7440;;;0.5800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5090;;;;;;;;14.4070;;;;;;;;;;;
198618518;7050256;613848;KJPA;ICPALSX;;11181.7002;2.6950;;61.0290;0.5160;0.1770;4265.4902;0.0999;59.0980;5.8970;19.7270;1.3440;10.3020;3.4270;1.7640;0.5730;12965.0000;3.4520;4.4500;0.3170;0.6570;1192.2600;25.0820;11.9880;0.2110;2616.3501;198.2100;0.2540;322.3780;2.4370;26.0860;13.9630;938.7100;7.8140;41.5000;6.7980;15.3420;;23.5130;0.0962;3.3810;5.3540;1.0870;18.0420;0.6350;;8.8140;1252.9100;0.2340;0.2330;1.7990;24.1310;0.4790;15.6510;1.5180;32.8860;9.7080
198618518;7050256;613848;KJPA;ICPSGUX;38.6860;;;0.4160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.4200;;;;;;;;11.8080;;;;;;;;;;;
198618539;7072424;599592;KJPA;ICPALSX;;10842.0996;4.9330;;81.1070;0.5720;0.2170;4268.7202;0.1210;95.3790;6.5320;21.6950;2.0990;18.8720;4.0110;2.0010;0.6570;17068.6992;4.2250;5.2660;0.4300;0.7560;1968.8500;36.4590;16.7770;0.2270;3419.4700;216.2770;1.0740;216.3780;2.4650;34.5700;14.6230;961.6540;14.1170;58.9000;9.1940;22.9600;;24.1450;0.1480;4.3540;6.6700;1.0160;19.9860;0.7590;;10.5450;1398.0200;0.2340;0.2600;3.3830;29.5940;0.3470;20.6820;1.6520;52.7930;15.2250
198618539;7072424;599592;KJPA;ICPSGUX;60.7780;;;0.7020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7510;;;;;;;;15.1060;;;;;;;;;;;
198618543;7059729;601571;KJPA;ICPALSX;;21919.1992;4.8680;;102.0490;0.7710;0.2400;3826.8701;0.1050;99.1320;8.5650;33.0470;2.4200;18.4560;3.2810;1.5780;0.7470;22401.9004;6.5070;4.3390;0.3760;0.5870;1519.6500;34.0820;20.1780;0.1760;4866.7402;223.5030;1.2350;305.1200;4.5030;30.3820;19.9440;424.6080;16.9690;68.1000;8.3700;24.1220;;64.6800;0.1930;6.2000;5.8920;1.5560;22.2440;0.5980;;8.5740;2096.9700;0.2750;0.2070;2.6480;44.2750;0.4920;16.8220;1.3190;47.1060;16.0980
198618543;7059729;601571;KJPA;ICPSGUX;147.6930;;;0.8610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7180;;;;;;;;22.0470;;;;;;;;;;;
198618641;7036564;561268;KJPA;ICPALSX;;17770.0000;8.2950;;57.3120;1.4720;0.2750;3829.3899;0.1140;93.2670;8.7960;21.4830;3.4700;16.8420;5.6040;2.8700;0.9220;24151.4004;5.9160;6.5930;0.1570;1.0680;2324.3001;35.8500;26.7430;0.3580;3258.1499;797.8470;1.2400;169.2640;6.1140;35.6290;17.8430;929.1310;17.7350;35.3000;9.4500;27.3270;;85.8960;0.2950;5.0680;7.6670;1.6510;25.1910;0.9810;;10.5630;1221.6100;0.3670;0.3960;2.3240;32.5980;0.4270;27.0030;2.5750;69.4700;6.0360
198618641;7036564;561268;KJPA;ICPSGUX;24.3540;;;0.8140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.8170;;;;;;;;31.3540;;;;;;;;;;;
198618647;7034459;552541;KJPA;ICPALSX;;19081.0000;5.7070;;110.9320;1.1390;0.2590;6642.4800;0.1480;123.7010;10.9570;22.3480;4.6660;20.1050;7.0420;3.7900;1.0870;35249.3008;8.0920;8.6280;0.2540;1.3900;2301.2700;48.7730;28.8600;0.4660;5274.5898;606.6700;0.6760;223.4910;4.9500;50.1610;17.1320;1535.2500;13.5150;56.4000;12.9590;40.8610;;39.2250;0.2300;8.3080;10.1400;1.7970;23.9360;1.2400;;12.4280;2426.9199;0.4200;0.4960;2.6890;38.1250;0.5460;35.2000;3.2490;110.1450;11.3380
198618647;7034459;552541;KJPA;ICPSGUX;63.3500;;;0.5520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6020;;;;;;;;25.2020;;;;;;;;;;;
198618697;7034746;540302;KJPA;ICPALSX;;12875.0000;11.6520;;69.1420;1.0600;0.2810;6039.7002;0.1850;121.0900;9.8530;18.8480;3.1030;22.8600;7.4060;3.6400;1.5040;25274.6992;4.9680;9.1990;0.4250;1.3840;2044.7100;61.1090;16.7320;0.4170;3760.7100;1067.4500;1.1530;189.1750;2.8310;55.5630;20.0480;700.9550;18.4750;110.0000;14.9050;29.9570;;24.4540;0.4480;6.4950;11.3700;1.2380;31.2570;1.3500;;13.6510;1550.5700;0.3960;0.4820;2.5270;32.1750;0.4470;33.5780;3.0200;89.5670;19.7110
198618697;7034746;540302;KJPA;ICPSGUX;40.4970;;;1.2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6560;;;;;;;;45.3140;;;;;;;;;;;
198618702;7047294;586829;KJPA;ICPALSX;;16887.0000;7.7310;;58.3870;0.7560;0.3740;4837.4199;0.1220;83.1460;8.4680;28.5600;2.7740;15.8030;3.4630;1.8690;0.7600;21401.9004;5.4850;4.3930;0.4070;0.6750;2324.9199;29.7890;21.0650;0.2270;4711.3599;278.3260;1.4630;404.9510;3.5540;28.4900;18.9600;898.0090;14.9430;72.5000;7.5000;26.8580;;65.8060;0.2060;5.5290;5.5880;1.6650;20.0240;0.6470;;9.2500;1869.9301;0.3450;0.2440;2.7640;39.5690;0.6530;16.8150;1.5740;49.1710;12.9920
198618702;7047294;586829;KJPA;ICPSGUX;42.8940;;;0.6180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9100;;;;;;;;23.4340;;;;;;;;;;;
198618715;7047343;577743;KJPA;ICPALSX;;9306.2695;5.0580;;34.9440;0.4790;0.1560;5061.2900;0.1090;63.7000;5.5560;20.6640;1.7170;11.3700;3.5130;1.9210;0.8480;17010.0000;3.8290;4.6060;0.3280;0.6870;1366.3200;30.2060;10.2060;0.2320;3442.7900;222.0200;1.1330;252.8370;2.6270;29.9750;12.0510;590.4950;11.6190;83.0000;7.8070;17.0180;;12.7820;0.2310;4.3800;5.8040;1.1100;19.3050;0.6420;;6.1920;1614.8101;0.2930;0.2580;1.6670;29.1660;0.2460;18.8240;1.6680;37.9350;15.0020
198618715;7047343;577743;KJPA;ICPSGUX;47.8010;;;0.3360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4200;;;;;;;;18.0550;;;;;;;;;;;
198618729;7033579;589365;KJPA;ICPALSX;;8204.5898;5.9210;;31.0360;0.5260;0.1320;6128.3901;0.1280;69.9620;5.6310;16.9510;1.2810;12.5490;4.2250;2.2020;0.6780;14068.9004;3.2830;5.7550;0.3210;0.8180;1324.4200;31.0580;11.5620;0.2750;2865.2900;224.7030;0.4230;254.1980;2.8890;32.3890;12.4190;1245.2700;8.1420;56.1000;8.2220;13.6080;;13.0830;0.1510;4.1500;6.5670;1.0390;18.3070;0.7720;;6.4670;1415.8800;0.2010;0.2900;1.7890;24.6290;0.6590;23.0680;1.9340;41.5160;10.7680
198618729;7033579;589365;KJPA;ICPSGUX;49.6050;;;0.3960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1470;;;;;;;;14.1290;;;;;;;;;;;
198618774;7037337;575582;KJPA;ICPALSX;;7019.3599;4.0180;;30.2530;0.3820;0.1390;6791.1001;0.0628;67.4060;4.9230;14.1340;1.0280;10.4900;4.8460;2.7030;0.7860;14572.2998;2.9910;6.2820;0.2790;0.9720;1097.1200;31.1160;7.8970;0.3420;2364.9800;302.7020;0.4670;217.6470;2.6220;34.6850;9.8080;1252.0800;35.5660;47.2000;8.6360;12.4510;;10.7200;0.1720;4.8430;7.1870;0.8540;24.4550;0.8690;;5.5510;1423.6200;0.1610;0.3570;2.2730;24.1480;0.5560;27.8960;2.3730;35.3990;11.3210
198618774;7037337;575582;KJPA;ICPSGUX;46.9900;;;0.9730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7270;;;;;;;;15.4900;;;;;;;;;;;
198618789;7024432;588324;KJPA;ICPALSX;;7549.5000;7.3820;;26.1340;0.4530;0.2120;4229.7500;0.0923;76.7820;5.9950;15.4050;1.1630;16.0670;4.0180;2.1290;0.6380;12318.5996;2.8230;5.1940;0.2940;0.7820;968.3000;27.9040;9.1590;0.2630;2442.3799;308.9520;0.2560;170.6110;2.1740;30.3700;12.4310;1115.8101;9.4820;56.2000;7.7730;10.9770;;28.8430;0.1190;3.4100;6.2240;0.7950;16.0820;0.7220;;6.9940;1103.9399;0.1670;0.2780;1.6100;21.5930;0.4710;20.7360;1.8200;37.4470;9.3440
198618789;7024432;588324;KJPA;ICPSGUX;55.3520;;;1.5100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0840;;;;;;;;26.3270;;;;;;;;;;;
198618801;7022635;563961;KJPA;ICPALSX;;10441.7998;2.9180;;30.2760;0.5810;0.1410;5106.1499;0.1190;84.9360;7.3930;17.6760;1.3550;8.3640;4.9670;2.6740;0.8120;14813.2998;3.6370;6.3640;0.2040;0.9940;1162.7400;32.7930;12.8890;0.3290;2682.6399;358.2090;0.3150;236.3760;3.7390;35.4410;10.7670;1312.1801;9.0050;35.9000;9.1360;14.9880;;29.5710;0.1260;4.6810;7.2940;1.1110;27.4260;0.9350;;7.8950;1444.0300;0.1640;0.3560;1.6590;27.6710;0.4350;23.9440;2.2370;40.4490;7.5290
198618801;7022635;563961;KJPA;ICPSGUX;28.4820;;;0.2890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.3810;;;;;;;;16.4870;;;;;;;;;;;
198618803;6999194;542281;KJPA;ICPALSX;;17111.5000;10.6620;;42.2320;1.3650;0.4530;3232.2200;0.1340;116.4450;12.4100;28.4380;2.9390;17.2760;3.4020;1.8310;0.7730;26203.4004;5.0520;4.2900;0.4190;0.6490;2188.6001;32.7870;21.6370;0.2330;5706.1499;614.4150;0.9800;97.9470;3.0260;30.3870;24.5550;705.0820;20.2360;74.2000;8.3300;28.2880;;47.5880;0.2900;4.1350;5.7180;1.1970;24.4480;0.6340;;13.2640;1699.4100;0.2950;0.2580;1.7020;35.0510;0.4900;15.4480;1.7010;48.4990;15.8050
198618803;6999194;542281;KJPA;ICPSGUX;66.1740;;;0.3090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3050;;;;;;;;34.0440;;;;;;;;;;;
198618808;6998692;552820;KJPA;ICPALSX;;14043.7998;9.3730;;30.5550;0.7690;0.4190;2725.5501;0.1250;96.3100;8.0560;27.2500;3.3940;15.9510;2.8900;1.3750;0.7440;20354.0996;5.0800;4.4420;0.2810;0.5270;1837.5400;35.7190;26.3560;0.1590;5066.3701;380.5260;0.8190;158.9530;3.3710;31.6610;22.6200;458.0600;12.5340;67.1000;8.4960;23.2440;;32.4780;0.2380;4.1020;5.9320;1.2940;20.0480;0.5670;;9.3170;1468.5800;0.2440;0.1840;1.5810;31.9890;0.4530;13.6670;1.1680;51.3030;12.8070
198618808;6998692;552820;KJPA;ICPSGUX;55.2300;;;1.3430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6220;;;;;;;;30.0090;;;;;;;;;;;
198618846;7008993;542595;KJPA;ICPALSX;;10608.5996;11.2820;;32.3450;0.7150;0.4100;2467.9700;0.0768;59.8610;5.4020;18.0000;3.6320;17.7370;2.1900;1.0170;0.4990;14287.9004;3.5550;3.1220;0.2750;0.3970;1362.0400;26.5260;18.8980;0.1210;2690.5000;297.0690;0.4380;99.2680;1.9310;22.5640;12.8630;671.1550;8.4980;202.0000;6.4270;20.7770;;19.9980;0.1560;3.1640;4.3270;1.2590;15.8850;0.4030;;7.2130;1115.7300;0.1940;0.1300;1.2090;23.0470;0.2910;10.4730;0.8560;37.8640;12.2790
198618846;7008993;542595;KJPA;ICPSGUX;37.2080;;;1.3650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.6620;;;;;;;;21.7390;;;;;;;;;;;
198618854;7022284;543085;KJPA;ICPALSX;;15250.0996;6.3260;;62.2130;0.9040;0.3130;5354.8398;0.1390;102.8480;8.7160;28.4960;2.8130;19.1830;4.6330;2.2830;0.9640;22902.3008;5.0050;6.3850;0.3000;0.8660;2205.3799;37.8180;17.3380;0.2670;4327.3701;733.0160;0.8680;204.3180;3.0250;39.8820;20.8180;990.4300;14.1890;60.0000;10.4510;31.2600;;32.9430;0.2720;5.8580;7.9710;1.1790;29.8690;0.8750;;10.6640;1647.3200;0.3100;0.2980;2.0720;36.9900;0.3620;23.9830;1.9610;49.6710;14.5950
198618854;7022284;543085;KJPA;ICPSGUX;97.8760;;;1.0460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4830;;;;;;;;38.2680;;;;;;;;;;;
198618859;7011645;549187;KJPA;ICPALSX;;21647.9004;7.7740;;46.4290;0.9100;0.4870;3105.7300;0.1580;109.8160;10.7640;27.5610;3.3410;16.8880;4.1910;2.0040;0.9260;24946.0000;5.4230;5.3530;0.1860;0.7540;1856.8500;34.6290;27.1840;0.2150;4525.9702;457.3200;1.4550;146.8890;3.7470;35.2210;22.1920;666.5830;16.1240;55.1000;9.2800;29.1130;;87.8970;0.2780;4.8100;6.9830;1.2280;20.6500;0.7640;;10.0600;1285.2900;0.3760;0.2600;2.1080;38.1030;0.4560;18.9940;1.6140;51.8510;7.3100
198618859;7011645;549187;KJPA;ICPSGUX;67.9660;;;0.1470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4760;;;;;;;;45.7380;;;;;;;;;;;
198618889;7022063;553619;KJPA;ICPALSX;;15056.5000;3.2520;;53.5800;0.8920;0.1770;4539.1299;0.0903;86.6030;7.9920;27.3670;2.4120;19.2650;4.5830;2.3510;0.8300;24690.0000;6.0280;6.2150;0.3140;0.8990;1819.9600;39.6940;19.1190;0.2630;5131.3701;401.7010;0.5850;224.4050;3.2470;39.9650;17.1570;928.6950;10.6440;88.7000;10.3870;24.4320;;15.0990;0.1670;6.3480;7.7430;1.0670;22.7480;0.8650;;11.1640;1951.1600;0.3180;0.3080;1.9700;36.0260;0.3900;23.9280;1.9150;54.7020;13.4260
198618889;7022063;553619;KJPA;ICPSGUX;51.2220;;;0.5190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6090;;;;;;;;22.9480;;;;;;;;;;;
198618904;7012756;566329;KJPA;ICPALSX;;17447.0000;1.6040;;30.8250;0.5340;0.1400;3514.3601;0.0499;64.0150;4.4700;21.5370;1.7480;5.2440;3.2820;1.6070;0.5430;15196.7998;5.1760;4.4110;0.1020;0.5990;1294.2300;29.8020;16.2900;0.1850;3365.7500;186.9750;0.3160;154.0650;4.7100;28.8540;10.3730;842.2580;6.9800;21.5000;7.6840;21.0290;;66.7430;0.0689;4.3360;5.7040;0.9300;17.0150;0.6180;;7.3610;1512.8800;0.2170;0.2070;1.4210;26.6170;0.3730;15.8380;1.3150;39.3680;3.0220
198618904;7012756;566329;KJPA;ICPSGUX;28.0880;;;0.0500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0070;;;;;;;;14.2920;;;;;;;;;;;
198618944;7022265;573536;KJPA;ICPALSX;;11589.7002;3.3170;;29.0810;0.5220;0.1590;5096.4902;0.0649;64.4760;6.0400;17.3720;1.2940;11.4060;3.5250;1.8120;0.5740;16717.6992;3.8090;4.5290;0.2130;0.6840;1292.8700;26.4060;11.4390;0.2150;2899.3601;312.2440;0.2920;205.4550;3.7770;27.7380;11.4750;1081.2200;6.6320;50.1000;7.0860;15.0350;;40.9540;0.1100;4.8030;5.4440;0.8430;21.4410;0.6540;;5.7350;1512.9500;0.1230;0.2340;1.4580;24.9910;0.4760;21.8420;1.5190;33.5270;10.2740
198618944;7022265;573536;KJPA;ICPSGUX;34.2260;;;0.2420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.2020;;;;;;;;16.1210;;;;;;;;;;;
198618966;7009727;576639;KJPA;ICPALSX;;13041.4004;3.3670;;43.4660;0.6550;0.1730;4524.8501;0.0939;79.3850;7.5750;19.2190;1.7130;11.1260;3.9660;2.1340;0.7610;18136.3008;4.3770;4.9230;0.2470;0.7730;1427.8600;30.7060;14.6680;0.2470;3278.3799;433.4830;0.5210;242.5250;3.7730;30.9800;13.9600;930.8230;10.0260;51.1000;8.0240;19.1540;;27.4040;0.1620;4.7040;6.2470;1.0350;23.6990;0.7080;;8.1690;1540.6400;0.2440;0.2800;1.5580;27.5480;0.3270;19.1540;1.7770;40.7940;9.5750
198618966;7009727;576639;KJPA;ICPSGUX;44.5010;;;0.2820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4750;;;;;;;;22.4290;;;;;;;;;;;
198618986;7009342;588627;KJPA;ICPALSX;;19197.0000;6.4090;;73.0080;0.8410;0.3390;5476.7300;0.0832;78.9410;8.6140;27.9590;2.7620;17.9340;3.8490;1.9900;0.7030;25040.5000;6.2920;4.7980;0.5370;0.7450;3006.0100;31.6000;18.4790;0.2390;4916.5200;411.4210;0.4310;294.7680;4.9330;30.1230;18.9140;953.5960;11.3070;151.0000;7.9330;30.2000;;16.6990;0.1590;5.8460;5.9720;1.3040;27.6250;0.6780;;9.4860;2111.7100;0.2950;0.2570;1.8270;39.4430;0.5620;19.0760;1.6590;53.9850;18.5090
198618986;7009342;588627;KJPA;ICPSGUX;70.5390;;;0.8990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.1370;;;;;;;;25.5080;;;;;;;;;;;
198619039;7035265;600375;KJPA;ICPALSX;;5749.4302;4.7370;;19.7150;0.3240;0.1240;4349.7900;0.0782;59.8260;3.5280;12.0540;0.6880;4.4770;3.8970;2.1850;0.5880;8480.8799;2.0260;4.7510;0.2550;0.7810;618.7520;23.8830;6.7080;0.2860;1486.6100;180.5050;0.2650;198.0230;2.9210;26.8470;6.6860;1106.0700;8.0740;40.7000;6.6550;6.8510;;16.1610;0.1090;3.0470;5.5710;1.1950;16.6980;0.7010;;5.7190;1114.4800;0.1470;0.2940;1.5640;17.1070;0.7710;20.0440;1.9270;18.6730;8.1030
198619039;7035265;600375;KJPA;ICPSGUX;32.5430;;;0.2090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0080;;;;;;;;7.1430;;;;;;;;;;;
198619067;7038376;612849;KJPA;ICPALSX;;15967.9004;4.6940;;60.2150;0.8330;0.2220;6003.8198;0.1180;76.5500;5.9400;28.3120;2.2130;13.2750;4.1440;2.1820;0.7580;20119.1992;5.3490;5.2490;0.5090;0.8030;2134.9900;35.5370;16.1690;0.2620;4177.2998;249.9280;0.3930;369.5400;3.6080;33.6260;14.8960;955.9530;8.9510;94.4000;9.0330;28.2800;;23.5250;0.1550;6.0350;6.4230;1.5290;23.3630;0.7480;;10.4520;2093.0801;0.2900;0.2930;3.0520;35.2310;0.5160;21.9250;1.8900;48.0940;18.2670
198619067;7038376;612849;KJPA;ICPSGUX;57.6410;;;0.7600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.4160;;;;;;;;11.6560;;;;;;;;;;;
198619069;7048265;603754;KJPA;ICPALSX;;7816.3599;3.1770;;28.2500;0.3630;0.1630;4261.2798;0.0829;53.7880;2.8900;12.8980;0.9160;5.5560;2.9840;1.6130;0.5110;10124.4004;2.3860;3.7310;0.1860;0.5860;774.7630;21.3670;8.5360;0.2090;2123.3999;137.4630;0.2860;249.6620;2.4300;21.8740;7.0020;847.0130;6.7650;30.8000;5.6470;8.0630;;28.9890;0.1020;3.0810;4.3530;0.9480;14.8470;0.5430;;5.2270;1203.3400;0.1290;0.2170;1.4075;17.9880;0.3720;15.3930;1.4200;21.2180;7.0390
198619069;7048265;603754;KJPA;ICPSGUX;23.1050;;;0.4260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.8860;;;;;;;;7.4150;;;;;;;;;;;
198619123;7036838;621740;KJPA;ICPALSX;;9150.2998;3.3270;;26.6640;0.3950;0.1630;5001.5801;0.0659;49.8300;3.1710;20.0160;1.0840;7.0020;3.2980;1.6830;0.5400;11688.7998;2.9020;4.1500;0.2190;0.6310;935.9140;23.2700;8.4870;0.2040;2596.1899;158.7090;0.2610;285.4080;3.5090;23.6120;8.9710;890.0600;6.8250;48.7000;6.1350;10.5980;;29.0980;0.0917;3.8770;4.8060;1.0480;17.7810;0.5990;;5.7430;1423.4399;0.1400;0.2200;2.0720;21.9920;0.3590;16.3880;1.4570;19.5320;7.5750
198619123;7036838;621740;KJPA;ICPSGUX;36.6450;;;0.3480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0350;;;;;;;;8.5730;;;;;;;;;;;
198619229;7009865;597595;KJPA;ICPALSX;;11477.2002;3.0700;;32.0730;0.5070;0.1380;5253.8599;0.0925;70.1230;4.8420;17.6350;1.2670;9.4820;4.0610;2.1200;0.7240;16098.7998;3.6940;5.3800;0.3050;0.7980;1283.1100;30.3380;11.5580;0.2610;3339.1699;224.1470;0.4250;258.4910;3.9110;31.9780;12.7590;926.6820;7.2100;93.0000;8.0530;12.3580;;26.4290;0.1260;4.3960;6.3630;0.9500;23.0080;0.7360;;6.6590;1625.4700;0.2100;0.2770;1.6040;25.6160;0.4080;21.1040;1.8350;27.1110;11.1770
198619229;7009865;597595;KJPA;ICPSGUX;42.2270;;;0.4490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0440;;;;;;;;18.5950;;;;;;;;;;;
198619259;7011288;614331;KJPA;ICPALSX;;20260.0000;8.8820;;88.5690;0.9770;0.3280;5044.1001;0.0875;110.6110;11.0410;40.8480;4.2820;29.5200;4.0270;1.9840;0.8730;26414.8008;6.6570;5.6360;0.3350;0.7490;3196.0901;42.8940;28.9710;0.2370;6049.0400;304.6520;1.1930;335.7480;4.4310;37.7760;30.4460;955.0590;15.8000;55.8000;9.9930;35.5610;;71.3050;0.2010;6.4870;7.2460;1.9570;20.5490;0.7670;;13.1910;2243.7500;0.3030;0.2590;2.7990;44.9490;0.8410;18.5130;1.6980;60.2350;14.5230
198619259;7011288;614331;KJPA;ICPSGUX;48.8200;;;0.8390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.8170;;;;;;;;26.5390;;;;;;;;;;;
198619265;7022433;612916;KJPA;ICPALSX;;13503.0000;8.7190;;67.1030;0.7020;0.3650;4514.6401;0.0796;87.3720;8.6570;30.1700;4.0810;19.6190;4.1950;2.1920;0.8770;22253.0000;5.4400;5.6080;0.2570;0.8070;2146.8101;39.9720;22.9170;0.2710;4835.4399;327.5500;0.9490;265.5940;2.4090;36.9500;16.8340;705.0660;13.0570;71.7000;9.8850;26.1040;;30.2870;0.1870;5.9080;7.1110;1.6990;19.9980;0.7740;;9.4900;1895.3900;0.3100;0.2970;3.6520;35.3020;0.5630;20.9060;1.9580;44.0540;11.5490
198619265;7022433;612916;KJPA;ICPSGUX;44.5640;;;1.3410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.3640;;;;;;;;26.6070;;;;;;;;;;;
198619279;7022578;600306;KJPA;ICPALSX;;18331.5996;6.1390;;76.6420;0.7610;0.2150;5258.0400;0.0906;68.8240;13.5110;34.1880;2.9200;10.8300;3.5460;1.8490;0.7530;25401.8008;6.0380;4.7020;0.1240;0.6820;2912.9600;31.4890;36.8050;0.2180;6025.4600;462.2530;0.8080;372.9970;4.0440;30.3540;21.1050;900.7220;11.1310;529.0000;8.0690;30.6150;;74.6130;0.1340;5.7020;6.0290;1.3650;20.8580;0.6510;;6.9430;1921.6700;0.3270;0.2470;2.0070;39.0180;0.4970;18.2600;1.5950;56.1320;6.3380
198619279;7022578;600306;KJPA;ICPSGUX;27.5370;;;0.9310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1540;;;;;;;;18.6130;;;;;;;;;;;
198619310;7020285;625645;KJPA;ICPALSX;;16609.6992;3.7110;;39.0520;0.7630;0.4790;4988.2300;0.0473;59.2000;4.7420;27.9340;3.5150;9.4370;3.0200;1.6180;0.5660;14969.5000;5.1820;4.0590;0.1510;0.5990;1861.5900;27.8690;28.6250;0.2040;3619.5601;195.8110;0.2950;361.9180;4.4960;27.6230;16.1270;927.7850;7.9300;36.7000;7.2870;22.4070;;159.4250;0.0829;4.6540;5.5360;1.6070;17.0560;0.5840;;7.9470;1753.4000;0.2350;0.2140;2.5130;26.1200;0.5540;18.1380;1.4160;31.6990;5.6300
198619310;7020285;625645;KJPA;ICPSGUX;49.3390;;;0.8430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2520;;;;;;;;8.2470;;;;;;;;;;;
198619334;7022351;634054;KJPA;ICPALSX;;7361.0801;9.8030;;23.3070;0.3760;0.4320;3769.1399;0.1750;63.5810;2.9340;13.6800;2.1520;8.2070;3.2360;1.6110;0.5200;9740.5801;2.5730;4.4380;0.3840;0.6010;1232.2600;29.3910;13.3890;0.1880;2175.9099;148.2600;0.1700;204.1440;2.2990;29.1450;8.3830;900.1350;10.4930;74.0000;7.5450;13.5400;;20.0790;0.0627;2.8040;5.8240;1.0190;13.0060;0.6100;;10.4370;1054.6400;0.1510;0.2100;4.1045;16.6080;0.5680;14.5760;1.3410;37.5590;12.5860
